Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
                0.00    0.00    4718/4718        std::_Vector_base<Halide::Expr, std::allocator<Halide::Expr> >::_Vector_impl::~_Vector_impl() [28]
-----------------------------------------------
                0.00    0.00    4718/4718        std::vector<Halide::Expr, std::allocator<Halide::Expr> >::~vector() [218]
[32]     0.0    0.00    0.00    4718         void std::_Destroy<Halide::Expr*, Halide::Expr>(Halide::Expr*, Halide::Expr*, std::allocator<Halide::Expr>&) [32]
                0.00    0.00    5032/5032        void std::_Destroy<Halide::Expr*>(Halide::Expr*, Halide::Expr*) [26]
-----------------------------------------------
                0.00    0.00    4151/4151        std::allocator_traits<std::allocator<Halide::Expr> >::deallocate(std::allocator<Halide::Expr>&, Halide::Expr*, unsigned long) [34]
[33]     0.0    0.00    0.00    4151         __gnu_cxx::new_allocator<Halide::Expr>::deallocate(Halide::Expr*, unsigned long) [33]
-----------------------------------------------
                0.00    0.00    4151/4151        std::_Vector_base<Halide::Expr, std::allocator<Halide::Expr> >::_M_deallocate(Halide::Expr*, unsigned long) [29]
[34]     0.0    0.00    0.00    4151         std::allocator_traits<std::allocator<Halide::Expr> >::deallocate(std::allocator<Halide::Expr>&, Halide::Expr*, unsigned long) [34]
                0.00    0.00    4151/4151        __gnu_cxx::new_allocator<Halide::Expr>::deallocate(Halide::Expr*, unsigned long) [33]
-----------------------------------------------
                0.00    0.00    4035/4035        Halide::Internal::IntrusivePtr<Halide::Internal::BufferContents>::~IntrusivePtr() [36]
[35]     0.0    0.00    0.00    4035         Halide::Internal::IntrusivePtr<Halide::Internal::BufferContents>::decref(Halide::Internal::BufferContents*) [35]
                0.00    0.00       3/66386       Halide::Internal::RefCount::decrement() [13]
-----------------------------------------------
                0.00    0.00       3/4035        Halide::Buffer<int>::~Buffer() [138]
                0.00    0.00    4032/4035        Halide::Buffer<void>::~Buffer() [45]
[36]     0.0    0.00    0.00    4035         Halide::Internal::IntrusivePtr<Halide::Internal::BufferContents>::~IntrusivePtr() [36]
                0.00    0.00    4035/4035        Halide::Internal::IntrusivePtr<Halide::Internal::BufferContents>::decref(Halide::Internal::BufferContents*) [35]
-----------------------------------------------
                0.00    0.00    3412/3412        Halide::Internal::IntrusivePtr<Halide::Internal::ParameterContents>::~IntrusivePtr() [38]
[37]     0.0    0.00    0.00    3412         Halide::Internal::IntrusivePtr<Halide::Internal::ParameterContents>::decref(Halide::Internal::ParameterContents*) [37]
                0.00    0.00     995/66386       Halide::Internal::RefCount::decrement() [13]
-----------------------------------------------
                0.00    0.00    3412/3412        Halide::Internal::Parameter::~Parameter() [62]
[38]     0.0    0.00    0.00    3412         Halide::Internal::IntrusivePtr<Halide::Internal::ParameterContents>::~IntrusivePtr() [38]
                0.00    0.00    3412/3412        Halide::Internal::IntrusivePtr<Halide::Internal::ParameterContents>::decref(Halide::Internal::ParameterContents*) [37]
-----------------------------------------------
                0.00    0.00    2716/2716        Halide::Internal::IntrusivePtr<Halide::Internal::ReductionDomainContents>::~IntrusivePtr() [40]
[39]     0.0    0.00    0.00    2716         Halide::Internal::IntrusivePtr<Halide::Internal::ReductionDomainContents>::decref(Halide::Internal::ReductionDomainContents*) [39]
-----------------------------------------------
                0.00    0.00    2716/2716        Halide::Internal::ReductionDomain::~ReductionDomain() [60]
[40]     0.0    0.00    0.00    2716         Halide::Internal::IntrusivePtr<Halide::Internal::ReductionDomainContents>::~IntrusivePtr() [40]
                0.00    0.00    2716/2716        Halide::Internal::IntrusivePtr<Halide::Internal::ReductionDomainContents>::decref(Halide::Internal::ReductionDomainContents*) [39]
-----------------------------------------------
                0.00    0.00    2658/2658        Halide::Internal::ReductionDomain::ReductionDomain() [59]
[41]     0.0    0.00    0.00    2658         Halide::Internal::IntrusivePtr<Halide::Internal::ReductionDomainContents>::incref(Halide::Internal::ReductionDomainContents*) [41]
-----------------------------------------------
                0.00    0.00    2424/2424        void std::swap<Halide::Internal::BufferContents*>(Halide::Internal::BufferContents*&, Halide::Internal::BufferContents*&) [48]
[42]     0.0    0.00    0.00    2424         std::remove_reference<Halide::Internal::BufferContents*&>::type&& std::move<Halide::Internal::BufferContents*&>(Halide::Internal::BufferContents*&) [42]
-----------------------------------------------
                0.00    0.00    1363/1363        Halide::Int(int, int) [111]
[43]     0.0    0.00    0.00    1363         Halide::Type::Type(halide_type_code_t, int, int, halide_handle_cplusplus_type const*) [43]
-----------------------------------------------
                0.00    0.00    1017/1017        __gnu_cxx::__enable_if<std::__is_char<char>::__value, bool>::__type std::operator==<char>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [267]
[44]     0.0    0.00    0.00    1017         std::char_traits<char>::compare(char const*, char const*, unsigned long) [44]
-----------------------------------------------
                0.00    0.00       2/906         void std::_Destroy<Halide::Buffer<void> >(Halide::Buffer<void>*) [172]
                0.00    0.00     904/906         Halide::Internal::Variable::make(Halide::Type, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [115]
[45]     0.0    0.00    0.00     906         Halide::Buffer<void>::~Buffer() [45]
                0.00    0.00    4032/4035        Halide::Internal::IntrusivePtr<Halide::Internal::BufferContents>::~IntrusivePtr() [36]
-----------------------------------------------
                0.00    0.00       2/808         Halide::Buffer<int>::Buffer<int>(Halide::Buffer<int>&&) [156]
                0.00    0.00     806/808         Halide::Buffer<void>::Buffer<void>(Halide::Buffer<void>&&) [58]
[46]     0.0    0.00    0.00     808         Halide::Internal::IntrusivePtr<Halide::Internal::BufferContents>::operator=(Halide::Internal::IntrusivePtr<Halide::Internal::BufferContents>&&) [46]
                0.00    0.00     808/808         void std::swap<Halide::Internal::BufferContents*>(Halide::Internal::BufferContents*&, Halide::Internal::BufferContents*&) [48]
-----------------------------------------------
                0.00    0.00       2/808         Halide::Buffer<int>::Buffer<int>(Halide::Buffer<int>&&) [156]
                0.00    0.00     806/808         Halide::Buffer<void>::Buffer<void>(Halide::Buffer<void>&&) [58]
[47]     0.0    0.00    0.00     808         std::remove_reference<Halide::Internal::IntrusivePtr<Halide::Internal::BufferContents>&>::type&& std::move<Halide::Internal::IntrusivePtr<Halide::Internal::BufferContents>&>(Halide::Internal::IntrusivePtr<Halide::Internal::BufferContents>&) [47]
-----------------------------------------------
                0.00    0.00     808/808         Halide::Internal::IntrusivePtr<Halide::Internal::BufferContents>::operator=(Halide::Internal::IntrusivePtr<Halide::Internal::BufferContents>&&) [46]
[48]     0.0    0.00    0.00     808         void std::swap<Halide::Internal::BufferContents*>(Halide::Internal::BufferContents*&, Halide::Internal::BufferContents*&) [48]
                0.00    0.00    2424/2424        std::remove_reference<Halide::Internal::BufferContents*&>::type&& std::move<Halide::Internal::BufferContents*&>(Halide::Internal::BufferContents*&) [42]
-----------------------------------------------
                0.00    0.00       1/807         void Halide::Buffer<int>::assert_can_convert_from<void>(Halide::Buffer<void> const&) [179]
                0.00    0.00     806/807         void Halide::Buffer<void>::assert_can_convert_from<void>(Halide::Buffer<void> const&) [50]
[49]     0.0    0.00    0.00     807         Halide::Buffer<void>::defined() const [49]
-----------------------------------------------
                0.00    0.00     806/806         Halide::Buffer<void>::Buffer<void>(Halide::Buffer<void>&&) [58]
[50]     0.0    0.00    0.00     806         void Halide::Buffer<void>::assert_can_convert_from<void>(Halide::Buffer<void> const&) [50]
                0.00    0.00     806/807         Halide::Buffer<void>::defined() const [49]
-----------------------------------------------
                0.00    0.00     758/758         Halide::operator+(Halide::Expr, Halide::Expr) [190]
[51]     0.0    0.00    0.00     758         Halide::Expr::Expr(Halide::Expr&&) [51]
                0.00    0.00    5821/5821        Halide::Internal::IRHandle::IRHandle(Halide::Internal::IRHandle&&) [19]
-----------------------------------------------
                0.00    0.00     758/758         Halide::operator+(Halide::Expr, Halide::Expr) [190]
[52]     0.0    0.00    0.00     758         std::remove_reference<Halide::Expr&>::type&& std::move<Halide::Expr&>(Halide::Expr&) [52]
-----------------------------------------------
                0.00    0.00     460/460         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<char*, void>(char*, char*, std::allocator<char> const&) [56]
[53]     0.0    0.00    0.00     460         void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*) [53]
                0.00    0.00     460/460         void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct_aux<char*>(char*, char*, std::__false_type) [55]
-----------------------------------------------
                0.00    0.00     460/460         void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct_aux<char*>(char*, char*, std::__false_type) [55]
[54]     0.0    0.00    0.00     460         void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag) [54]
                0.00    0.00    5638/5638        bool __gnu_cxx::__is_null_pointer<char>(char*) [20]
                0.00    0.00    5638/5638        std::iterator_traits<char*>::difference_type std::distance<char*>(char*, char*) [23]
-----------------------------------------------
                0.00    0.00     460/460         void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*) [53]
[55]     0.0    0.00    0.00     460         void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct_aux<char*>(char*, char*, std::__false_type) [55]
                0.00    0.00     460/460         void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag) [54]
-----------------------------------------------
                0.00    0.00     460/460         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > __gnu_cxx::__to_xstring<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char>(int (*)(char*, unsigned long, char const*, __va_list_tag*), unsigned long, char const*, ...) [63]
[56]     0.0    0.00    0.00     460         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<char*, void>(char*, char*, std::allocator<char> const&) [56]
                0.00    0.00     460/460         void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*) [53]
-----------------------------------------------
                0.00    0.00     452/452         Halide::Internal::Variable::make(Halide::Type, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [115]
[57]     0.0    0.00    0.00     452         Halide::Buffer<void>::Buffer() [57]
-----------------------------------------------
                0.00    0.00     452/452         Halide::Internal::Variable::make(Halide::Type, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [115]
[58]     0.0    0.00    0.00     452         Halide::Buffer<void>::Buffer<void>(Halide::Buffer<void>&&) [58]
                0.00    0.00     806/806         void Halide::Buffer<void>::assert_can_convert_from<void>(Halide::Buffer<void> const&) [50]
                0.00    0.00     806/808         std::remove_reference<Halide::Internal::IntrusivePtr<Halide::Internal::BufferContents>&>::type&& std::move<Halide::Internal::IntrusivePtr<Halide::Internal::BufferContents>&>(Halide::Internal::IntrusivePtr<Halide::Internal::BufferContents>&) [47]
                0.00    0.00     806/808         Halide::Internal::IntrusivePtr<Halide::Internal::BufferContents>::operator=(Halide::Internal::IntrusivePtr<Halide::Internal::BufferContents>&&) [46]
-----------------------------------------------
                0.00    0.00     452/452         Halide::Internal::Variable::make(Halide::Type, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [115]
[59]     0.0    0.00    0.00     452         Halide::Internal::ReductionDomain::ReductionDomain() [59]
                0.00    0.00    2658/2658        Halide::Internal::IntrusivePtr<Halide::Internal::ReductionDomainContents>::incref(Halide::Internal::ReductionDomainContents*) [41]
-----------------------------------------------
                0.00    0.00     452/452         Halide::Internal::Variable::make(Halide::Type, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [115]
[60]     0.0    0.00    0.00     452         Halide::Internal::ReductionDomain::~ReductionDomain() [60]
                0.00    0.00    2716/2716        Halide::Internal::IntrusivePtr<Halide::Internal::ReductionDomainContents>::~IntrusivePtr() [40]
-----------------------------------------------
                0.00    0.00     452/452         Halide::Internal::Variable::make(Halide::Type, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [115]
[61]     0.0    0.00    0.00     452         Halide::Internal::Parameter::Parameter() [61]
-----------------------------------------------
                0.00    0.00     452/452         Halide::Internal::Variable::make(Halide::Type, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [115]
[62]     0.0    0.00    0.00     452         Halide::Internal::Parameter::~Parameter() [62]
                0.00    0.00    3412/3412        Halide::Internal::IntrusivePtr<Halide::Internal::ParameterContents>::~IntrusivePtr() [38]
-----------------------------------------------
                0.00    0.00     430/430         std::__cxx11::to_string(int) [260]
[63]     0.0    0.00    0.00     430         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > __gnu_cxx::__to_xstring<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, char>(int (*)(char*, unsigned long, char const*, __va_list_tag*), unsigned long, char const*, ...) [63]
                0.00    0.00     460/460         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<char*, void>(char*, char*, std::allocator<char> const&) [56]
-----------------------------------------------
                0.00    0.00     399/399         Halide::Internal::IntrusivePtr<Halide::Internal::FunctionGroup>::~IntrusivePtr() [65]
[64]     0.0    0.00    0.00     399         Halide::Internal::IntrusivePtr<Halide::Internal::FunctionGroup>::decref(Halide::Internal::FunctionGroup*) [64]
                0.00    0.00     137/66386       Halide::Internal::RefCount::decrement() [13]
-----------------------------------------------
                0.00    0.00     390/390         Halide::Internal::FunctionPtr::~FunctionPtr() [66]
[65]     0.0    0.00    0.00     390         Halide::Internal::IntrusivePtr<Halide::Internal::FunctionGroup>::~IntrusivePtr() [65]
                0.00    0.00     399/399         Halide::Internal::IntrusivePtr<Halide::Internal::FunctionGroup>::decref(Halide::Internal::FunctionGroup*) [64]
-----------------------------------------------
                0.00    0.00     130/130         Halide::Internal::Function::~Function() [114]
[66]     0.0    0.00    0.00     130         Halide::Internal::FunctionPtr::~FunctionPtr() [66]
                0.00    0.00     390/390         Halide::Internal::IntrusivePtr<Halide::Internal::FunctionGroup>::~IntrusivePtr() [65]
-----------------------------------------------
                0.00    0.00      59/59          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [268]
[67]     0.0    0.00    0.00      59         std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>::type&& std::move<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [67]
-----------------------------------------------
                0.00    0.00      58/58          std::allocator<Halide::ArgumentEstimates::MinAndExtent>::~allocator() [71]
[68]     0.0    0.00    0.00      58         __gnu_cxx::new_allocator<Halide::ArgumentEstimates::MinAndExtent>::~new_allocator() [68]
-----------------------------------------------
                0.00    0.00      36/36          void std::_Destroy<Halide::ArgumentEstimates::MinAndExtent*>(Halide::ArgumentEstimates::MinAndExtent*, Halide::ArgumentEstimates::MinAndExtent*) [70]
[69]     0.0    0.00    0.00      36         void std::_Destroy_aux<false>::__destroy<Halide::ArgumentEstimates::MinAndExtent*>(Halide::ArgumentEstimates::MinAndExtent*, Halide::ArgumentEstimates::MinAndExtent*) [69]
                0.00    0.00      22/22          void std::_Destroy<Halide::ArgumentEstimates::MinAndExtent>(Halide::ArgumentEstimates::MinAndExtent*) [81]
                0.00    0.00      22/22          Halide::ArgumentEstimates::MinAndExtent* std::__addressof<Halide::ArgumentEstimates::MinAndExtent>(Halide::ArgumentEstimates::MinAndExtent&) [80]
-----------------------------------------------
                0.00    0.00      36/36          void std::_Destroy<Halide::ArgumentEstimates::MinAndExtent*, Halide::ArgumentEstimates::MinAndExtent>(Halide::ArgumentEstimates::MinAndExtent*, Halide::ArgumentEstimates::MinAndExtent*, std::allocator<Halide::ArgumentEstimates::MinAndExtent>&) [76]
[70]     0.0    0.00    0.00      36         void std::_Destroy<Halide::ArgumentEstimates::MinAndExtent*>(Halide::ArgumentEstimates::MinAndExtent*, Halide::ArgumentEstimates::MinAndExtent*) [70]
                0.00    0.00      36/36          void std::_Destroy_aux<false>::__destroy<Halide::ArgumentEstimates::MinAndExtent*>(Halide::ArgumentEstimates::MinAndExtent*, Halide::ArgumentEstimates::MinAndExtent*) [69]
-----------------------------------------------
                0.00    0.00      34/34          std::_Vector_base<Halide::ArgumentEstimates::MinAndExtent, std::allocator<Halide::ArgumentEstimates::MinAndExtent> >::_Vector_impl::~_Vector_impl() [72]
[71]     0.0    0.00    0.00      34         std::allocator<Halide::ArgumentEstimates::MinAndExtent>::~allocator() [71]
                0.00    0.00      58/58          __gnu_cxx::new_allocator<Halide::ArgumentEstimates::MinAndExtent>::~new_allocator() [68]
-----------------------------------------------
                0.00    0.00      34/34          std::_Vector_base<Halide::ArgumentEstimates::MinAndExtent, std::allocator<Halide::ArgumentEstimates::MinAndExtent> >::~_Vector_base() [75]
[72]     0.0    0.00    0.00      34         std::_Vector_base<Halide::ArgumentEstimates::MinAndExtent, std::allocator<Halide::ArgumentEstimates::MinAndExtent> >::_Vector_impl::~_Vector_impl() [72]
                0.00    0.00      34/34          std::allocator<Halide::ArgumentEstimates::MinAndExtent>::~allocator() [71]
-----------------------------------------------
                0.00    0.00      34/34          std::_Vector_base<Halide::ArgumentEstimates::MinAndExtent, std::allocator<Halide::ArgumentEstimates::MinAndExtent> >::~_Vector_base() [75]
[73]     0.0    0.00    0.00      34         std::_Vector_base<Halide::ArgumentEstimates::MinAndExtent, std::allocator<Halide::ArgumentEstimates::MinAndExtent> >::_M_deallocate(Halide::ArgumentEstimates::MinAndExtent*, unsigned long) [73]
                0.00    0.00      11/11          std::allocator_traits<std::allocator<Halide::ArgumentEstimates::MinAndExtent> >::deallocate(std::allocator<Halide::ArgumentEstimates::MinAndExtent>&, Halide::ArgumentEstimates::MinAndExtent*, unsigned long) [88]
-----------------------------------------------
                0.00    0.00      34/34          std::vector<Halide::ArgumentEstimates::MinAndExtent, std::allocator<Halide::ArgumentEstimates::MinAndExtent> >::~vector() [77]
[74]     0.0    0.00    0.00      34         std::_Vector_base<Halide::ArgumentEstimates::MinAndExtent, std::allocator<Halide::ArgumentEstimates::MinAndExtent> >::_M_get_Tp_allocator() [74]
-----------------------------------------------
                0.00    0.00      34/34          std::vector<Halide::ArgumentEstimates::MinAndExtent, std::allocator<Halide::ArgumentEstimates::MinAndExtent> >::~vector() [77]
[75]     0.0    0.00    0.00      34         std::_Vector_base<Halide::ArgumentEstimates::MinAndExtent, std::allocator<Halide::ArgumentEstimates::MinAndExtent> >::~_Vector_base() [75]
                0.00    0.00      34/34          std::_Vector_base<Halide::ArgumentEstimates::MinAndExtent, std::allocator<Halide::ArgumentEstimates::MinAndExtent> >::_M_deallocate(Halide::ArgumentEstimates::MinAndExtent*, unsigned long) [73]
                0.00    0.00      34/34          std::_Vector_base<Halide::ArgumentEstimates::MinAndExtent, std::allocator<Halide::ArgumentEstimates::MinAndExtent> >::_Vector_impl::~_Vector_impl() [72]
-----------------------------------------------
                0.00    0.00      34/34          std::vector<Halide::ArgumentEstimates::MinAndExtent, std::allocator<Halide::ArgumentEstimates::MinAndExtent> >::~vector() [77]
[76]     0.0    0.00    0.00      34         void std::_Destroy<Halide::ArgumentEstimates::MinAndExtent*, Halide::ArgumentEstimates::MinAndExtent>(Halide::ArgumentEstimates::MinAndExtent*, Halide::ArgumentEstimates::MinAndExtent*, std::allocator<Halide::ArgumentEstimates::MinAndExtent>&) [76]
                0.00    0.00      36/36          void std::_Destroy<Halide::ArgumentEstimates::MinAndExtent*>(Halide::ArgumentEstimates::MinAndExtent*, Halide::ArgumentEstimates::MinAndExtent*) [70]
-----------------------------------------------
                0.00    0.00      32/32          Halide::ArgumentEstimates::~ArgumentEstimates() [78]
[77]     0.0    0.00    0.00      32         std::vector<Halide::ArgumentEstimates::MinAndExtent, std::allocator<Halide::ArgumentEstimates::MinAndExtent> >::~vector() [77]
                0.00    0.00      34/34          std::_Vector_base<Halide::ArgumentEstimates::MinAndExtent, std::allocator<Halide::ArgumentEstimates::MinAndExtent> >::_M_get_Tp_allocator() [74]
                0.00    0.00      34/34          void std::_Destroy<Halide::ArgumentEstimates::MinAndExtent*, Halide::ArgumentEstimates::MinAndExtent>(Halide::ArgumentEstimates::MinAndExtent*, Halide::ArgumentEstimates::MinAndExtent*, std::allocator<Halide::ArgumentEstimates::MinAndExtent>&) [76]
                0.00    0.00      34/34          std::_Vector_base<Halide::ArgumentEstimates::MinAndExtent, std::allocator<Halide::ArgumentEstimates::MinAndExtent> >::~_Vector_base() [75]
-----------------------------------------------
                0.00    0.00      26/26          Halide::Argument::~Argument() [113]
[78]     0.0    0.00    0.00      26         Halide::ArgumentEstimates::~ArgumentEstimates() [78]
                0.00    0.00     128/11423       Halide::Expr::~Expr() [15]
                0.00    0.00      32/32          std::vector<Halide::ArgumentEstimates::MinAndExtent, std::allocator<Halide::ArgumentEstimates::MinAndExtent> >::~vector() [77]
-----------------------------------------------
                0.00    0.00      22/22          void std::_Destroy<Halide::ArgumentEstimates::MinAndExtent>(Halide::ArgumentEstimates::MinAndExtent*) [81]
[79]     0.0    0.00    0.00      22         Halide::ArgumentEstimates::MinAndExtent::~MinAndExtent() [79]
                0.00    0.00      44/11423       Halide::Expr::~Expr() [15]
-----------------------------------------------
                0.00    0.00      22/22          void std::_Destroy_aux<false>::__destroy<Halide::ArgumentEstimates::MinAndExtent*>(Halide::ArgumentEstimates::MinAndExtent*, Halide::ArgumentEstimates::MinAndExtent*) [69]
[80]     0.0    0.00    0.00      22         Halide::ArgumentEstimates::MinAndExtent* std::__addressof<Halide::ArgumentEstimates::MinAndExtent>(Halide::ArgumentEstimates::MinAndExtent&) [80]
-----------------------------------------------
                0.00    0.00      22/22          void std::_Destroy_aux<false>::__destroy<Halide::ArgumentEstimates::MinAndExtent*>(Halide::ArgumentEstimates::MinAndExtent*, Halide::ArgumentEstimates::MinAndExtent*) [69]
[81]     0.0    0.00    0.00      22         void std::_Destroy<Halide::ArgumentEstimates::MinAndExtent>(Halide::ArgumentEstimates::MinAndExtent*) [81]
                0.00    0.00      22/22          Halide::ArgumentEstimates::MinAndExtent::~MinAndExtent() [79]
-----------------------------------------------
                0.00    0.00      14/14          Halide::Internal::IntrusivePtr<Halide::Internal::DefinitionContents>::~IntrusivePtr() [84]
[82]     0.0    0.00    0.00      14         Halide::Internal::IntrusivePtr<Halide::Internal::DefinitionContents>::decref(Halide::Internal::DefinitionContents*) [82]
                0.00    0.00      11/66386       Halide::Internal::RefCount::decrement() [13]
-----------------------------------------------
                0.00    0.00      14/14          std::bitset<60ul>::bitset() [85]
[83]     0.0    0.00    0.00      14         std::_Base_bitset<1ul>::_Base_bitset() [83]
-----------------------------------------------
                0.00    0.00      12/12          Halide::Internal::Definition::~Definition() [186]
[84]     0.0    0.00    0.00      12         Halide::Internal::IntrusivePtr<Halide::Internal::DefinitionContents>::~IntrusivePtr() [84]
                0.00    0.00      14/14          Halide::Internal::IntrusivePtr<Halide::Internal::DefinitionContents>::decref(Halide::Internal::DefinitionContents*) [82]
-----------------------------------------------
                0.00    0.00      12/12          Halide::Target::Target() [181]
[85]     0.0    0.00    0.00      12         std::bitset<60ul>::bitset() [85]
                0.00    0.00      14/14          std::_Base_bitset<1ul>::_Base_bitset() [83]
-----------------------------------------------
                0.00    0.00      11/11          std::allocator_traits<std::allocator<Halide::ArgumentEstimates::MinAndExtent> >::deallocate(std::allocator<Halide::ArgumentEstimates::MinAndExtent>&, Halide::ArgumentEstimates::MinAndExtent*, unsigned long) [88]
[86]     0.0    0.00    0.00      11         __gnu_cxx::new_allocator<Halide::ArgumentEstimates::MinAndExtent>::deallocate(Halide::ArgumentEstimates::MinAndExtent*, unsigned long) [86]
-----------------------------------------------
                0.00    0.00      11/11          std::allocator<Halide::Argument>::~allocator() [100]
[87]     0.0    0.00    0.00      11         __gnu_cxx::new_allocator<Halide::Argument>::~new_allocator() [87]
-----------------------------------------------
                0.00    0.00      11/11          std::_Vector_base<Halide::ArgumentEstimates::MinAndExtent, std::allocator<Halide::ArgumentEstimates::MinAndExtent> >::_M_deallocate(Halide::ArgumentEstimates::MinAndExtent*, unsigned long) [73]
[88]     0.0    0.00    0.00      11         std::allocator_traits<std::allocator<Halide::ArgumentEstimates::MinAndExtent> >::deallocate(std::allocator<Halide::ArgumentEstimates::MinAndExtent>&, Halide::ArgumentEstimates::MinAndExtent*, unsigned long) [88]
                0.00    0.00      11/11          __gnu_cxx::new_allocator<Halide::ArgumentEstimates::MinAndExtent>::deallocate(Halide::ArgumentEstimates::MinAndExtent*, unsigned long) [86]
-----------------------------------------------
                0.00    0.00       2/10          main [6]
                0.00    0.00       2/10          std::enable_if<Halide::Internal::all_are_convertible<Halide::Var<Halide::Var&, Halide::Var&> >::value, Halide::FuncRef>::type Halide::Func::operator()<Halide::Var&, Halide::Var&>(Halide::Var&, Halide::Var&) const [195]
                0.00    0.00       6/10          void std::_Destroy<Halide::Var>(Halide::Var*) [121]
[89]     0.0    0.00    0.00      10         Halide::Var::~Var() [89]
-----------------------------------------------
                0.00    0.00      10/10          void std::_Destroy<Halide::Argument*>(Halide::Argument*, Halide::Argument*) [92]
[90]     0.0    0.00    0.00      10         void std::_Destroy_aux<false>::__destroy<Halide::Argument*>(Halide::Argument*, Halide::Argument*) [90]
                0.00    0.00       6/6           void std::_Destroy<Halide::Argument>(Halide::Argument*) [122]
                0.00    0.00       6/6           Halide::Argument* std::__addressof<Halide::Argument>(Halide::Argument&) [120]
-----------------------------------------------
                0.00    0.00       2/10          Halide::Var* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<Halide::Var const*, std::vector<Halide::Var, std::allocator<Halide::Var> > >, Halide::Var*>(__gnu_cxx::__normal_iterator<Halide::Var const*, std::vector<Halide::Var, std::allocator<Halide::Var> > >, __gnu_cxx::__normal_iterator<Halide::Var const*, std::vector<Halide::Var, std::allocator<Halide::Var> > >, Halide::Var*) [211]
                0.00    0.00       2/10          Halide::Var* std::__uninitialized_copy<false>::__uninit_copy<Halide::Var const*, Halide::Var*>(Halide::Var const*, Halide::Var const*, Halide::Var*) [212]
                0.00    0.00       6/10          void std::_Destroy_aux<false>::__destroy<Halide::Var*>(Halide::Var*, Halide::Var*) [129]
[91]     0.0    0.00    0.00      10         Halide::Var* std::__addressof<Halide::Var>(Halide::Var&) [91]
-----------------------------------------------
                0.00    0.00      10/10          void std::_Destroy<Halide::Argument*, Halide::Argument>(Halide::Argument*, Halide::Argument*, std::allocator<Halide::Argument>&) [110]
[92]     0.0    0.00    0.00      10         void std::_Destroy<Halide::Argument*>(Halide::Argument*, Halide::Argument*) [92]
                0.00    0.00      10/10          void std::_Destroy_aux<false>::__destroy<Halide::Argument*>(Halide::Argument*, Halide::Argument*) [90]
-----------------------------------------------
                0.00    0.00       8/8           std::allocator<Halide::Buffer<void> >::~allocator() [99]
[93]     0.0    0.00    0.00       8         __gnu_cxx::new_allocator<Halide::Buffer<void> >::~new_allocator() [93]
-----------------------------------------------
                0.00    0.00       8/8           void std::_Destroy<Halide::Buffer<void>*>(Halide::Buffer<void>*, Halide::Buffer<void>*) [95]
[94]     0.0    0.00    0.00       8         void std::_Destroy_aux<false>::__destroy<Halide::Buffer<void>*>(Halide::Buffer<void>*, Halide::Buffer<void>*) [94]
